MouseSymbol,mouseUPID
Ssxb2,Q8C5Z3
Ssxb3,Q6XAS4
Ssxb5,Q6XAS2
Ssxb6,Q6XAS1
Ssxb8,Q6XAR9
Ssxb9,Q6XAR8
Gm14459,A2BI73
Gm5751,A2AHC8
Gm6592,A2AHC7
Ssx9,Q6XAS3
Ssxa1,B1AUS7
Ssxb1,Q9CPU1
Ssxb10,Q6XAR7
Ssxb2,Q8C5Z3
Ssxb3,Q6XAS4
Ssxb5,Q6XAS2
Ssxb6,Q6XAS1
Ssxb8,Q6XAR9
Ssxb9,Q6XAR8
Gm14459,A2BI73
Gm5751,A2AHC8
Gm6592,A2AHC7
Ssx9,Q6XAS3
Ssxa1,B1AUS7
Ssxb1,Q9CPU1
Ssxb10,Q6XAR7
Ssxb2,Q8C5Z3
Ssxb3,Q6XAS4
Ssxb5,Q6XAS2
Ssxb6,Q6XAS1
Ssxb8,Q6XAR9
Ssxb9,Q6XAR8
Gm14459,A2BI73
Gm5751,A2AHC8
Gm6592,A2AHC7
Ssx9,Q6XAS3
Ssxa1,B1AUS7
Ssxb1,Q9CPU1
Ssxb10,Q6XAR7
Ssxb2,Q8C5Z3
Ssxb3,Q6XAS4
Ssxb5,Q6XAS2
Ssxb6,Q6XAS1
Ssxb8,Q6XAR9
Ssxb9,Q6XAR8
Gm14459,A2BI73
Gm5751,A2AHC8
Gm6592,A2AHC7
Ssx9,Q6XAS3
Ssxa1,B1AUS7
Ssxb1,Q9CPU1
Ssxb10,Q6XAR7
Ssxb2,Q8C5Z3
Ssxb3,Q6XAS4
Ssxb5,Q6XAS2
Ssxb6,Q6XAS1
Ssxb8,Q6XAR9
Ssxb9,Q6XAR8
St13,Q99L47
St13,Q99L47
St13,Q99L47
St14,Q543E3
St18,Q80TY4
St3gal1,P54751
St3gal2,Q11204
St3gal3,P97325
St3gal4,Q91Y74
St3gal5,O88829
St3gal6,Q8VIB3
St6gal1,Q64685
St6gal2,Q76K27
St6galnac1,Q9QZ39
St6galnac2,P70277
St6galnac3,Q9WUV2
St6galnac4,Q8C3J2
St6galnac5,Q9QYJ1
St6galnac6,E9PUI0
St7,Q99M96
St7l,Q8K4P7
St8sia1,Q64687
St8sia2,O35696
St8sia3,Q64689
St8sia4,Q8BY70
St8sia5,P70126
St8sia6,Q8BI43
Stab1,Q8R4Y4
Stab2,Q8R4U0
Stac,Q3UYD4
Stac2,Q8R1B0
Stac3,E0CXX9
Stag1,Q9D3E6
Stag2,Q3UQG8
Stag3,O70576
Stam,Q3UMC8
Stam2,O88811
Stambp,Q9CQ26
Stambpl1,Q76N33
Stap1,Q9JM90
Stap2,Q8R0L1
Star,P51557
Stard10,Q6PDD6
Stard13,Q923Q2
Stard3,Q544C3
Stard3nl,Q9DCI3
Stard4,Q80SX0
Stard5,Q9EPQ7
Stard6,R4HJA5
Stard7,Q8R1R3
Stard8,Q8K031
Stard9,Q80TF6
Stat1,Q8C3V4
Stat2,Q9WVL2
Stat3,P42227
Stat4,Q8C2A4
Stat5a,Q9JIA0
Stat5b,P42232
Stat6,P52633
Stau1,V9GX87
Stau2,Q8CJ67
Stbd1,Q8C7E7
Stc1,Q71UE3
Stc2,Q9DCS6
Steap1,Q9CWR7
Steap1,Q9CWR7
Steap2,Q8BWB6
Steap3,Q8CI59
Steap4,Q923B6
Steep1,Q8VDP2
Stil,Q8BQI9
Stim1,P70302
Stim2,P83093
Stimate,Q3UF25
Stimate,Q3UF25
Sting1,Q3TBT3
Stip1,Q60864
Stk10,O55098
Stk11,Q9WTK7
Stk11ip,Q3TAA7
Stk16,O88697
Stk17b,Q8BG48
Stk19,Q9JHN8
Stk24,Q3U3T6
Stk25,Q9Z2W1
Stk26,A2AD85
Stk3,Q9JI10
Stk31,Q99MW1
Stk32a,Q8BGW6
Stk32b,Q9JJX8
Stk32c,Q8QZV4
Stk33,Q924X7
Stk35,Q80ZW0
Stk36,Q69ZM6
Stk38,Q8BJS2
Stk38l,Q7TSE6
Stk39,Q9Z1W9
Stk4,Q8CDG4
Stk40,Q7TNL3
Stkld1,Q80YS9
Stmn1,Q9DCP3
Stmn2,Q9CZ46
Stmn3,Q545T6
Stmn4,P63042
Stmnd1,Q6P3A1
Stmp1,P0DP99
Stn1,Q8K2X3
Stom,P54116
Stoml1,Q8CI66
Stoml2,Q99JB2
Stoml3,Q6PE84
Ston1,Q8CDJ8
Ston1,Q8CDJ8
Ston2,Q8BZ60
Stox1,B2RQL2
Stox2,Q499E5
Stpg1,A6H5V9
Stpg2,Q8C8J0
Stpg3,Q8CDQ3
Stpg4,A0A087WRD7
Stra6,O70491
Stra6l,Q9DBN1
Stra8,P70278
Strada,Q3UUJ4
Stradb,Q8K4T3
Strap,Q9Z1Z2
Strbp,Q91WM1
Strc,Q8VIM6
Strc,Q8VIM6
Strip1,Q8C079
Strip2,Q8C9H6
Strit1,P0DN83
Strn,O55106
Strn3,Q3UTR6
Strn4,P58404
Sts,P50427
Stt3a,Q8BWT4
Stt3b,Q3TDQ1
Stub1,Q9WUD1
Stum,Q8CCZ7
Stx11,Q3U5V8
Stx12,Q9ER00
Stx16,Q8BVI5
Stx17,Q9D0I4
Stx18,Q8VDS8
Stx19,Q8R1Q0
Stx1a,Q5D0A4
Stx1b,P61264
Stx2,Q80W45
Stx3,Q64704
Stx4a,P70452
Stx5a,Q8K1E0
Stx6,Q9JKK1
Stx7,Q9JMJ6
Stx8,Q9D0J1
Stxbp1,O08599
Stxbp2,Q99J48
Stxbp3,Q60770
Stxbp4,Q9WV89
Stxbp5,Q8K400
Stxbp5l,Q5DQR4
Stxbp6,Q3TYA4
Styk1,Q6J9G1
Styx,Q60969
Styxl1,Q9DAR2
Styxl2,Q148W8
Sub1,P11031
Sucla2,Q9Z2I9
Suclg1,Q9WUM5
Suclg2,Q9Z2I8
Sucnr1,Q99MT6
Suco,Q8C341
Suds3,Q8BR65
Sufu,Q9Z0P7
Sugct,Q7TNE1
Sugp1,Q8CH02
Sugp2,Q8CH09
Sugt1,Q9CX34
Sulf1,Q8K007
Sulf2,Q8CFG0
Sult1a1,Q91W19
Sult1a1,Q91W19
Sult1a1,Q91W19
Sult1a1,Q91W19
Sult1b1,Q9QWG7
Sult1c2,Q9D939
Sult1c1,Q80VR3
Sult1c1,Q80VR3
Sult1d1,Q3UZZ6
Sult1e1,Q9D566
Sult2a1,P52843
Sult2a2,P50236
Sult2a3,D3Z1W5
Sult2a4,D3Z6M7
Sult2a5,K7N6K9
Sult2a6,V9GWV0
Sult2a7,K7N6K8
Sult2a8,Q8BGL3
Sult2b1,O35400
Sult4a1,P63046
Sult6b1,E9QNJ5
Sult6b2,Q3UN63
Sumf1,Q8R0F3
Sumf2,Q8BPG6
Sumo1,P63166
Sumo2,P61957
Sumo3,Q9Z172
Sun1,Q9D666
Sun2,Q8BJS4
Sun3,Q5SS91
Sun5,Q9DA32
Suox,Q8R086
Supt16,Q920B9
Supt20,Q7TT00
Supt3,Q8BWQ2
Supt4a,P63271
Supt4b,Q9Z199
Supt5,O55201
Supt6,Q62383
Supt7l,Q3UMC6
Supv3l1,Q80YD1
Surf1,P09925
Surf2,Q4VAF7
Surf4,Q545Q2
Surf6,P70279
Susd1,E9Q3H4
Susd2,Q9DBX3
Susd3,Q9D176
Susd4,Q8BH32
Susd5,G3UW60
Susd6,Q8C0M5
Suv39h1,O54864
Suv39h2,Q9EQQ0
Suz12,Q80U70
Sv2a,Q9JIS5
Sv2b,Q8BG39
Sv2c,Q3UVQ0
Svbp,A2A7Q0
Svep1,A2AVA0
Svil,Q8K4L3
Svip,Q3TYK1
Svop,Q8BFT9
Svopl,Q6PDF3
Swap70,Q6A028
Swi5,Q8K3D3
Swsap1,Q8VCI7
Swt1,Q9DBQ9
Syap1,Q9D5V6
Sybu,Q8BHS8
Syce1,A0A1B0GSZ8
Syce1l,Q5D525
Syce2,Q505B8
Syce3,E7D6R1
Sycn,Q8VCK7
Sycp1,Q62209
Sycp2,Q9CUU3
Sycp2l,A0A0M3U1B0
Gm773,Q3TML4
Sycp3,P70281
Syde1,G3X960
Syde2,Q8BKW6
Syf2,Q9D198
Syk,Q6P1E0
Sympk,Q80X82
Syn1,O88935
Syn2,Q64332
Syn3,Q8JZP2
Sync,Q9EPM5
Syncrip,Q7TMK9
Syndig1,B1AYD6
Syndig1l,B2RRM8
Syne1,Q6ZWR6
Syne2,Q6ZWQ0
Syne3,Q4FZC9
Syne4,Q8CII8
Syngap1,J3QQ18
Syngr1,O55100
Syngr2,O55101
Syngr3,Q8R191
Syngr4,Q9Z1L2
Synj1,F7CD11
Synj2,Q9D2G5
Gm20498,E9PVQ9
Synj2bp,Q9D6K5
Synm,Q70IV5
Synpo,Q8CC35
Synpo2,Q91YE8
Synpo2l,D3YU08
Synpr,Q8BGN8
Synrg,Q5SV85
Syp,Q62277
Sypl,O09117
Sypl2,Q9CVY7
Sys1,Q78S06
Syt1,Q3TPT3
Syt10,Q059J3
Syt11,Q9R0N3
Syt12,Q14AG7
Syt13,Q9EQT6
Syt14,Q8BL96
Syt15,Q8C6N3
Syt16,Q7TN83
Syt17,Q920M7
Syt2,P46097
Syt3,O35681
Syt4,P40749
Syt5,A0A0U1RPH1
Syt6,Q9R0N8
Syt7,Q9R0N7
Syt8,Q9R0N6
Syt9,Q9R0N9
Sytl1,Q99N80
Sytl2,Q99N50
Sytl3,Q99N48
Sytl4,Q9R0Q1
Sytl5,Q80T23
Syvn1,Q9DBY1
Szrd1,Q6NXN1
Szt2,A2A9C3
Taar1,Q923Y8
Taar2,Q5QD17
Taar3,Q5QD16
Taar4,Q80UC9
Taar5,B2RTA0
Taar6,Q5QD13
Taar7a,Q5QD12
Taar7b,Q5QD11
Taar7d,Q5QD10
Taar7e,A6H6B4
Taar7f,Q5QD08
Taar8a,Q5QD07
Taar8b,Q5QD06
Taar8c,Q5QD05
Taar9,Q5QD04
Tab1,Q8CF89
Tab2,Q99K90
Tab3,Q9D5S8
Tac1,P41539
Tac2,P55099
Tac4,Q99N14
Tacc1,Q6Y685
Tacc2,Q9JJG0
Tacc3,Q9JJ11
Taco1,Q8K0Z7
Tacr1,P30548
Tacr2,Q8BZV9
Tacr3,P47937
Tacstd2,Q8BGV3
Tada1,D6RGB8
Tada2a,Q8CHV6
Tada2b,D3Z4Z0
Tada3,Q8R0L9
Taf1,B1Q2W7
Taf10,Q8K0H5
Taf11,Q99JX1
Taf12,Q8VE65
Taf13,P61216
Taf15,Q8BQ46
Taf1a,Q3V054
Taf1b,P97358
Taf1c,Q6PDZ2
Taf1d,Q9D4V4
Taf1,B1Q2W7
Taf2,Q8C176
Taf3,Q5HZG4
Taf4,Q91WW6
Taf4b,Q8C0S6
Taf5,Q8C092
Taf5l,Q91WQ5
Taf6,S4R1R2
Taf6l,Q8R2K4
Taf7,Q8C291
Taf7l,Q9D3R9
Taf7l2,Q3V063
Taf8,Q9EQH4
Taf9,Q8VI33
Taf9b,Q6NZA9
Tafa1,Q7TPG8
Tafa2,Q7TPG7
Tafa3,Q7TPG6
Tafa4,Q7TPG5
Tafa5,Q91WE9
Tafazzin,Q91WF0
Tagap,B2RWW0
Tagap1,P0CAX8
Tagln,P37804
Tagln2,Q9WVA4
Tagln3,Q9D6K2
Tal1,Q3TZH7
Tal2,Q2TB09
Taldo1,Q93092
Tamalin,Q9JJA9
Tamm41,G5E881
Tanc1,Q0VGY8
Tanc2,A2A690
Tango2,Q99K56
Tango6,Q8C3S2
Tank,P70347
Taok1,Q5F2E8
Taok2,Q6ZQ29
Taok3,Q8BYC6
Tap1,P21958
Tap2,Q61232
Tapbp,Q9R233
Tapbpl,Q8VD31
Tapt1,Q4VBD2
Tarbp1,E9Q368
Tarbp2,P97473
Tardbp,Q921F2
Tarm1,A0A0R3P9C5
Tars,Q9D0R2
Tars2,Q3UQ84
Tarsl2,Q8BLY2
Tas1r1,Q99PG6
Tas1r2,Q925I4
Tas1r3,Q925D8
Tas2r119,Q9JKT2
Tas2r104,Q7M723
Tas2r105,Q53Z46
Tas2r106,Q7M724
Tas2r107,Q7M725
Tas2r114,Q7M722
Tas2r102,Q7M717
Tas2r121,Q7M720
Tas2r124,Q7M718
Tas2r103,Q9JKA3
Tas2r109,A1L145
Tas2r110,Q7M712
Tas2r113,Q7M711
Tas2r115,Q7M719
Tas2r116,Q7M713
Tas2r117,Q7M715
Tas2r123,P59528
Tas2r125,Q7M710
Tas2r129,Q7M709
Tas2r140,Q7TQA4
Tas2r118,P59529
Tas2r120,Q7M721
Tas2r136,Q7TQA8
Tas2r120,Q7M721
Tas2r136,Q7TQA8
Tas2r137,Q7TQA7
Tas2r120,Q7M721
Tas2r136,Q7TQA8
Tas2r120,Q7M721
Tas2r136,Q7TQA8
Tas2r120,Q7M721
Tas2r136,Q7TQA8
Tas2r120,Q7M721
Tas2r136,Q7TQA8
Tas2r138,Q7TQA6
Tas2r139,Q7TQA5
Tas2r108,Q9JKT3
Tas2r144,Q7TQB8
Tas2r126,P59532
Tas2r131,Q7M708
Tas2r120,Q7M721
Tas2r136,Q7TQA8
Tas2r120,Q7M721
Tas2r136,Q7TQA8
Tas2r120,Q7M721
Tas2r136,Q7TQA8
Tas2r120,Q7M721
Tas2r136,Q7TQA8
Tas2r135,Q7TQA9
Tas2r130,P59530
Tasl,Q08EG0
Tasor,Q69ZR9
Tasor2,Q5DTT3
Tasp1,Q8R1G1
Tat,Q8QZR1
Tatdn1,Q6P8M1
Tatdn2,Q571H2
Tatdn3,Q3U1C6
Tax1bp1,Q3UKC1
Tax1bp3,B1AUD9
Tbata,Q7TSD4
Tbc1d1,Q60949
Tbc1d10a,Q8K2U6
Tbc1d10b,Q8BHL3
Tbc1d10c,Q8C9V1
Tbc1d12,Q6A039
Tbc1d13,Q3TZ63
Tbc1d14,Q8CGA2
Tbc1d15,Q9CXF4
Tbc1d16,Q8BXD8
Tbc1d17,Q8BYH7
Tbc1d19,Q8VDV7
Tbc1d2,B1AVH7
Tbc1d20,Q9D9I4
Tbc1d21,Q9D9D3
Tbc1d22a,Q8R5A6
Tbc1d22b,Q80VE5
Tbc1d23,Q8K0F1
Tbc1d24,Q3UUG6
Tbc1d25,A1A5B6
Tbc1d2b,Q3U0J8
Tbc1d30,Q69ZT9
Tbc1d31,Q6NXY1
Tbc1d32,Q3URV1
Tbc1d4,Q8BYJ6
Tbc1d5,Q80XQ2
Tbc1d7,Q9D0K0
Tbc1d8,Q9Z1A9
Tbc1d8b,A3KGB4
Tbc1d9,Q3UYK3
Tbc1d9b,Q5SVR0
Tbca,Q5I0U7
Tbcb,Q9D1E6
Tbcc,Q8VCN9
Tbccd1,Q640P7
Tbcd,Q8R199
Tbce,E0CZ81
Tbcel,Q8C5W3
Tbck,Q8BM85
Tbk1,Q9WUN2
Tbkbp1,A2A9T0
Tbl1x,Q9QXE7
Tbl1xr1,Q8BHJ5
Tbl1x,Q9QXE7
Tbl2,Q9R099
Tbl3,Q8C4J7
Tbp,P29037
Tbpl1,P62340
Tbpl2,Q6SJ95
Tbr1,Q64336
Tbrg1,Q3UB74
Tbrg4,Q91YM4
Tbx1,P70323
Tbx10,Q810F8
Tbx15,O70306
Tbx18,Q9CSJ0
Tbx19,Q99ME7
Tbx2,Q60707
Tbx20,Q9ES03
Tbx21,Q9JKD8
Tbx22,Q8BKE4
Tbx3,P70324
Tbx4,P70325
Tbx5,P70326
Tbx6,P70327
Tbxa2r,Q5FW61
Tbxas1,P36423
T,Q78ZW9
Tc2n,Q91XT6
Tcaf1,Q8BNE1
Tcaf2,Q921K8
Tcaf3,D3Z045
Tcaf2,Q921K8
Tcaf3,D3Z045
Tcaim,G3X983
Tcam1,Q9D4R6
Tcap,Q545G3
Tcea1,P10711
Tcea2,Q810R3
Tcea3,P23881
Tceal1,Q921P9
Tceal3,Q8R0A5
Tceal6,Q9DB24
Tceal5,Q8CCT4
Tceal3,Q8R0A5
Tceal6,Q9DB24
Tceal7,A3KGA3
Tceal8,Q9CZY2
Tceal9,Q9DD24
Tceanc,Q3US16
Tceanc2,Q8R2M0
Tcerg1,Q8CGF7
Tcerg1l,Q3B807
Tcf12,Q61286
Tcf15,Q60756
Tcf19,Q99KJ5
Tcf20,Q9EPQ8
Zfp957,Q3UT76
Tcf21,O35437
Tcf23,Q9JLR5
Tcf24,V9GWT9
Tcf25,Q8R3L2
Tcf3,P15806
Tcf4,A0A0J9YUW9
Tcf7,Q8CAQ6
Tcf7l1,Q9Z1J1
Tcf7l2,Q924A0
Tcfl5,Q810E9
Tchh,Q80VU1
Tchhl1,Q9D3P1
Tchp,Q3TVW5
Tcim,Q9D915
Tcirg1,Q9JL12
Tcl1,Q3UES7
Tcl1b1,Q3UWQ4
Tcl1b2,Q4FZI4
Tcl1b3,Q9QXN9
Tcl1b4,Q3UT03
Tcl1b5,Q3UT92
Tcn2,O88968
Tcof1,O08784
Tcp1,P11983
Tcp10a,Q80YU2
Tcp10b,E9PYJ0
Tcp10c,Q8C641
Tcp11,B2KF24
Tcp11l1,Q8BTG3
Tcp11l2,Q8K1H7
Tcp11x2,Q9DAK1
Tcp11x2,Q9DAK1
Tcta,A0A0A6YXI4
Tcte1,A6H639
Tctn1,Q8BZ64
Tctn2,Q2MV57
Tctn3,Q8R2Q6
Tdg,P56581
Tdgf1,Q7TQ06
Tdgf1,Q7TQ06
Tdh,Q8K3F7
Tdo2,Q8VCW3
Tdp1,Q8BJ37
Tdp2,Q9JJX7
Tdrd1,Q99MV1
Tdrd12,D3YZI6
Tdrd3,Q91W18
Tdrd5,Q5VCS6
Tdrd6,F2Z429
Tdrd7,Q8K1H1
Tdrd9,Q14BI7
Tdrkh,Q6PGG8
Tdrp,Q8C5P7
Tead1,Q6PAQ8
Tead2,P48301
Tead3,Q8R2N6
Tead4,Q62296
Tec,P24604
Tecpr1,Q80VP0
Tecpr2,Q8CDN4
Tecr,Q9CWN2
Tecrl,Q8BFZ1
Tecta,O08523
Tectb,Q1HL20
Tedc1,Q3UK37
Tedc2,Q6GQV0
Teddm1a,Q810U2
Teddm1b,Q8CC62
Teddm2,Q810U1
Tef,Q9JLC6
Tefm,Q8VE66
Tek,Q80YS4
Tekt1,Q9Z285
Tekt2,Q922G7
Tekt3,Q5SXS5
Tekt4,Q149S1
Tekt5,G5E8A8
Tektip1,A6H6Q4
Telo2,Q9DC40
Ten1,Q9D7K2
Tenm1,Q9WTS4
Tenm2,Q9WTS5
Tenm3,Q9WTS6
Tenm4,Q3UHK6
Tent2,Q91YI6
Tent4a,Q6PB75
Tent4b,Q68ED3
Tent5a,Q3V3I9
Tent5b,Q8C152
Tent5c,Q5SSF7
Tent5d,B1ATX6
Tep1,Q5XKB2
Tepp,Q6IMH0
Tepsin,Q3U3N6
Terb1,Q8C0V1
Terb2,A0A0P0YTB2
Terf1,P70371
Terf2,O35144
Terf2ip,Q91VL8
Tert,O70372
Tes,Q921W7
Tesl1,Q3V085
Tesl2,A2ALC6
Tesc,Q9JKL5
Tescl,Q9DAJ7
Tesk1,O70146
Tesk2,Q8C0B6
Tesmin,Q9WTJ6
Tespa1,Q3U132
Tet1,Q3URK3
Tet2,Q4JK59
Tet3,Q8BG87
Tex10,Q922R7
Tex101,Q076U5
Tex11,Q14AT2
Tex12,Q9CR81
Tex13a,Q9D9Z2
Tex13b,Q99MW5
Tex13a,Q9D9Z2
Tex13b,Q99MW5
Tex13c1,D3YU32
Tex13c3,Q810P0
Tex13d,A0A0G2JGA3
Tex13c1,D3YU32
Tex13c3,Q810P0
Tex13d,A0A0G2JGA3
Tex14,Q7M6U3
Tex15,F8VPN2
Tex16,Q99MW8
Tex19.1,Q99MV2
Tex19.2,B2RUP5
Tex2,Q6ZPJ0
Tex21,Q9R0U9
Tex22,Q9D9U4
Tex26,Q9D4N8
Tex261,Q62301
Tex264,E9Q137
Tex28,B1AYN9
Tex28,B1AYN9
Tex28,B1AYN9
Tex29,A0A1B0GSW0
Tex30,Q3TUU5
Tex33,Q3KNN2
Tex35,Q14BK3
Tex36,Q9D5N9
Tex37,Q9DAG4
Tex38,A2A8T7
Tex43,Q9D2S0
Tex44,Q9DA60
Tex45,Q9DA72
Tex46,Q9CPU3
Tex47,Q9D5W8
Tex48,Q9DA81
Tex49,Q8CDT5
Tex50,Q9D5B7
Tex51,A0A140LIV7
Tex52,Q3TTI8
Tex53,A0A1B0GR83
Tex54,G3UW99
Tex55,A6X8Z9
Tex56,Q497N7
Tex9,Q9D845
Trf,Q921I1
Tfam,P40630
Tfap2a,P34056
Tfap2b,Q61313
Tfap2c,Q61312
Tfap2d,Q91ZK0
Tfap2e,Q6VUP9
Tfap4,Q9JIZ5
Tfb1m,Q8JZM0
Tfb2m,Q3TL26
Tfcp2,Q9ERA0
Tfcp2l1,Q3UNW5
Tfdp1,Q9D297
Tfdp2,Q8BHD2
Tfdp1,Q9D297
Tfe3,Q64092
Tfeb,Q8C5F1
Tfec,Q9WTW4
Tff1,Q08423
Tff2,Q03404
Tff3,Q62395
Tfg,Q9Z1A1
Tfip11,Q9ERA6
Tfpi,O54819
Tfpi2,V9GXA8
Tfpt,Q3U1J1
Tfr2,Q9JKX3
Tfrc,Q62351
Tg,O08710
Tgds,Q8VDR7
Tgfa,Q545E4
Tgfb1,Q3UNK5
Tgfb1i1,Q62219
Tgfb2,P27090
Tgfb3,Q99K17
Tgfbi,P82198
Tgfbr1,Q64729
Tgfbr2,Q62312
Tgfbr3,O88393
Tgfbr3l,D3YZZ2
Tgfbrap1,Q3UR70
Tgif1,P70284
Tgif2,Q3TZS1
Tgif2lx1,Q8K5B9
Tgif2lx2,Q8K5B9
Tgif2lx1,Q8K5B9
Tgif2lx2,Q8K5B9
Tgm1,Q9JLF6
Tgm2,P21981
Tgm3,Q08189
Tgm4,Q8BZH1
Tgm5,Q9D7I9
Tgm6,Q8BM11
Tgm7,A2ART8
Tgoln1,Q4FJY3
Tgoln2,Q3ULZ6
Tgs1,Q923W1
Th,Q3UTB3
Tha1,Q9DBC9
Thada,A8C756
Thap1,D3YTK5
Thap11,Q9JJD0
Thap12,Q9CUX1
Thap2,A0A1X7SB55
Thap3,Q8BJ25
Thap4,Q6P3Z3
Thap7,Q3V481
Thbd,Q543W3
Thbs1,Q8CGB2
Thbs2,Q03350
Thbs3,Q05895
Thbs4,Q9Z1T2
Theg,Q9JMB1
Thegl,D3YU57
Them4,Q3UUI3
Them5,Q9CQJ0
Them6,Q80ZW2
Them7,Q9DCP4
Themis,Q8BGW0
Themis2,Q91YX0
Themis3,Q9CU24
Thg1l,Q9CY52
Thnsl1,Q8K395
Thnsl2,Q80W22
Thoc1,Q8R3N6
Thoc2,Q8CCY8
Thoc2l,Q3UYT9
Thoc3,Q8VE80
Thoc5,Q8BKT7
Thoc6,D3Z132
Thoc7,Q7TMY4
Thop1,Q8C1A5
Thpo,Q543R9
Thra,P63058
Thrap3,Q91VL2
Thrb,P37242
Thrsp,Q8BPB6
Thsd1,Q9JM61
Thsd4,Q3UTY6
Thsd7a,E9QNR5
Thsd7b,Q8BHP3
Thtpa,Q8JZL3
Thumpd1,Q99J36
Thumpd2,Q8BSI5
Thumpd3,P97770
Thy1,Q53YX2
Thyn1,Q8BJZ7
Tia1,Q8CII5
Tial1,Q921W2
Tiam1,Q6P1D6
Tiam2,Q6ZPF3
Ticam1,Q80UF7
Ticam2,Q8BJQ4
Ticrr,Q8BQ33
Tie1,Q06806
Tifa,Q793I8
Tifab,Q8JZM6
Tigar,B2RWB7
Tigd2,Q0VBL1
Tigd3,Q7TM95
Tigd4,Q8BUZ3
Tigd5,Q499M4
Tigit,A0A0B4J1G6
Timd4,Q6U7R4
Timeless,Q9R1X4
Timm10,P62073
Timm10b,Q9WV96
Timm13,P62075
Timm17a,Q545U2
Timm17b,Q545H3
Timm21,Q8CCM6
Timm22,Q9CQ85
Timm23,Q9CXU4
Timm23,Q9CXU4
Timm29,Q8BGX2
Timm44,O35857
Timm50,Q9D880
Timm8a1,Q9WVA2
Timm8b,P62077
Timm9,Q3TBS9
Timmdc1,Q8BUY5
Timp1,P12032
Timp2,Q8BSJ3
Timp3,P39876
Timp4,Q9JHB3
Tinag,V9GXH5
Tinagl1,Q99JR5
Tincr,A0A1B0GRQ3
Tinf2,Q9QXG9
Tiparp,Q8C1B2
Tipin,Q91WA1
Tiprl,A0A0A6YY87
Tirap,Q99JY1
Tjap1,Q9DCD5
Tjp1,P39447
Tjp2,Q9Z0U1
Tjp3,Q921G9
Tk1,P04184
Tk2,Q8VCF9
Tkfc,Q3UTZ4
Tkt,P40142
Tktl1,Q99MX0
Tktl2,Q9D4D4
Tlcd1,Q99JT6
Tlcd2,Q8VC26
Tlcd3a,Q3TY17
Tlcd3b,Q7TNV1
Tlcd4,Q8CGF5
Tlcd5,Q3TYE7
Tldc2,E9PZS3
Tle1,Q62440
Tle2,Q80WV5
Tle3,Q08122
Tle4,Q62441
Tle5,P63002
Tle6,Q80XH3
Tle7,J3QNV0
Tlk1,Q6A0C1
Tlk2,O55047
Tll1,Q62381
Tll2,Q9WVM6
Tln1,P26039
Tln2,Q71LX4
Tlnrd1,Q9ERE8
Tlr1,Q9EPQ1
Tlr12,Q3UPN5
Tlr2,Q9QUN7
Tlr3,Q99MB1
Tlr4,Q9QUK6
Tlr5,Q8CB40
Tlr6,Q9EPW9
Tlr7,P58681
Tlr8,P58682
Tlr9,Q9EQU3
Tlx1,Q9QX99
Tlx2,Q61663
Tlx3,O55144
Tm2d1,Q99MB3
Tm2d2,Q8R0I4
Tm2d3,Q8BJ83
Tm4sf1,Q64302
Tm4sf19,E9Q9H8
Tm4sf20,Q9CQY8
Tm4sf4,Q3TMT3
Tm4sf5,Q9D8G1
Tm6sf1,P58749
Tm6sf2,Q8R1J1
Tm7sf2,Q71KT5
Tm7sf3,Q9CRG1
Tm9sf1,Q9DBU0
Tm9sf2,Q8C7F9
Tm9sf3,Q9D7Q6
Tm9sf4,Q8BH24
Tma16,Q9CR02
Tma7,Q14A47
Tmbim1,Q8BJZ3
Tmbim4,Q8K191
Tmbim6,Q9D2C7
Tmbim7,Q9D592
Tmc1,Q8R4P5
Tmc2,Q8R4P4
Tmc3,Q7TQ69
Tmc4,Q7TQ65
Tmc5,Q32NZ6
Tmc6,Q7TN60
Tmc7,Q8C428
Tmc8,Q7TN58
Tmcc1,Q69ZZ6
Tmcc2,Q80W04
Tmcc3,Q8R310
Tmco1,Q921L3
Tmco2,J3JS82
Tmco3,Q8BH01
Tmco4,Q91WU4
Tmco5,Q9D9D5
Tmco5b,Q80X59
Tmco6,Q8BQX5
Tmdd1,A0A1Y7VIT9
Tmed1,Q3V009
Tmed10,Q9D1D4
Tmed11,Q9D941
Tmed2,Q8C1Z9
Tmed3,Q78IS1
Tmed4,Q8R1V4
Tmed5,Q9CXE7
Tmed6,Q9CQG0
Tmed7,E9Q7G1
Tmed7,E9Q7G1
Tmed8,B9EKE7
Tmed9,Q99KF1
Tmeff1,Q6PFE7
Tmeff2,Q9QYM9
Tmem100,Q9CQG9
Tmem101,Q91VP7
Tmem102,Q3UPR7
Tmem104,Q3TB48
Tmem106a,Q8VC04
Tmem106b,Q80X71
Tmem106c,A0A2R8W6L2
Tmem107,Q9CPV0
Tmem108,Q8BHE4
Tmem109,Q3UBX0
Tmem11,Q8BK08
Tmem114,A0A811BIT3
Tmem115,Q9WUH1
Tmem116,Q9D546
Tmem117,Q8BH18
Tmem119,Q8R138
Tmem120a,Q8C1E7
Tmem120b,Q3TA38
Tmem121,Q80XA0
Tmem121b,Q3US87
Tmem123,Q91Z22
Tmem125,Q8CHQ6
Tmem126a,D6RG44
Tmem126b,Q9D1R1
Tmem127,Q8BGP5
Tmem128,Q9CZB9
Tmem129,Q8K304
Tmem130,Q6NXM3
Tmem131,O70472
